1,-0.009765625,0.34375,0.009765625,0.0,1484,1717417977170
1,-0.0234375,0.380859375,0.0,0.0,1907,1717417977170
1,-0.0390625,0.41796875,-0.015625,0.0,1574,1717417977170
1,-0.072265625,0.453125,-0.01171875,0.0,865,1717417977170
1,-0.109375,0.482421875,0.0390625,0.0,292,1717417977170
1,-0.150390625,0.40234375,0.318359375,0.0,58,1717417977170
1,-0.943359375,2.86328125,-0.099609375,0.0,45,1717417977170
1,0.0,0.369140625,0.099609375,0.12520644037889672,384,1717417977170
1,0.0,0.302734375,0.291015625,0.12520644037889672,232,1717417977170
1,0.12890625,0.439453125,0.0078125,0.12520644037889672,145,1717417977170
1,0.09375,0.0,-0.48828125,0.12520644037889672,130,1717417977170
1,0.267578125,0.462890625,0.029296875,0.12520644037889672,165,1717417977170
1,0.25,0.505859375,0.095703125,0.12520644037889672,141,1717417977170
1,0.099609375,0.322265625,-0.30859375,0.25041288075779344,96,1717417977170
1,0.248046875,0.421875,0.078125,0.25041288075779344,250,1717417977170
1,0.25,0.4609375,0.1015625,0.25041288075779344,496,1717417977170
1,0.25,0.498046875,0.1328125,0.25041288075779344,527,1717417977170
1,0.248046875,0.529296875,0.173828125,0.25041288075779344,240,1717417977170
1,0.056640625,0.28125,-0.357421875,0.37561932113669017,79,1717417977170
1,0.248046875,0.41015625,0.130859375,0.37561932113669017,277,1717417977170
1,0.25,0.451171875,0.140625,0.37561932113669017,578,1717417977170
1,0.25,0.486328125,0.169921875,0.37561932113669017,615,1717417977170
1,0.248046875,0.51953125,0.20703125,0.37561932113669017,307,1717417977170
1,0.2578125,0.365234375,-0.099609375,0.5008257615155869,134,1717417977170
1,0.263671875,0.419921875,-0.01171875,0.5008257615155869,212,1717417977170
1,0.25,0.45703125,0.115234375,0.5008257615155869,287,1717417977170
1,0.25,0.48046875,0.185546875,0.5008257615155869,267,1717417977170
1,0.267578125,0.494140625,0.240234375,0.5008257615155869,131,1717417977170
1,0.236328125,0.345703125,-0.01953125,0.6260322018944836,101,1717417977170
